行 ID,订单ID,产品id,客户 ID,发货日期,国家,地区,城市,子类别,客户名称,省/自治区,类别,细分,订单日期,销售经理,利润,折扣,数量,是否退回,计划发货天数,销售额,实际发货时间,利润异常值标记,是否超时,销售额异常值标记
3700,1711156,秋装—秋衣—2874,施强-19390,2024-10-26,中国,中南,武汉,秋衣,施强,湖北,秋装,消费者,2024-10-21,王倩倩,-88.704,0.4,2,1,6,165.816,5,0,-1,0
3701,1711156,冬装—冲锋衣—0344,施强-19390,2024-10-26,中国,中南,武汉,冲锋衣,施强,湖北,冬装,消费者,2024-10-21,王倩倩,18.06,0,3,1,6,131.04,5,0,-1,0
3702,5250870,冬装—棉衣—3093,付立-16750,2024-10-26,中国,东北,宝山,棉衣,付立,黑龙江,冬装,消费者,2024-10-21,郝杰,51.1,0,5,1,6,255.5,5,0,-1,0
3703,4719054,冬装—手套—0574,付涛-21160,2024-10-26,中国,西南,海口,手套,付涛,云南,冬装,公司,2024-10-21,姜伟,97.3,0,5,0,6,1087.1,5,0,-1,0
3704,4719054,冬装—手套—0574,付涛-21160,2024-10-26,中国,西南,海口,手套,付涛,云南,冬装,公司,2024-10-21,姜伟,36.54,0,3,0,6,244.44,5,0,-1,0
3705,1711156,冬装—围巾—1047,施强-19390,2024-10-26,中国,中南,武汉,围巾,施强,湖北,冬装,消费者,2024-10-21,王倩倩,125.58,0,3,0,6,369.6,5,0,-1,0
3706,5912855,冬装—围巾—1047,倪芬-12790,2024-10-27,中国,东北,哈尔滨,围巾,倪芬,黑龙江,冬装,小型企业,2024-10-21,郝杰,310.24,0,4,0,6,913.92,6,0,0,0
3707,5912855,夏装—短裙—2151,倪芬-12790,2024-10-27,中国,东北,哈尔滨,短裙,倪芬,黑龙江,夏装,小型企业,2024-10-21,郝杰,85.75,0.25,2,0,6,6449.31,6,0,0,1
3708,5912855,秋装—秋裤—4759,倪芬-12790,2024-10-27,中国,东北,哈尔滨,秋裤,倪芬,黑龙江,秋装,小型企业,2024-10-21,郝杰,534.24,0,6,0,6,5349.96,6,0,0,1
3709,1344410,冬装—棉袜—4429,孟珊-19885,2024-10-28,中国,华北,唐山,棉袜,孟珊,河北,冬装,公司,2024-10-21,张怡莲,26.04,0,2,1,6,237.44,7,0,1,0
3710,1344410,秋装—秋裤—4759,孟珊-19885,2024-10-28,中国,华北,唐山,秋裤,孟珊,河北,秋装,公司,2024-10-21,张怡莲,0,0,6,0,6,6652.8,7,0,1,1
3711,2234207,冬装—棉袜—4429,邱栋-12265,2024-10-22,中国,华东,杭州,棉袜,邱栋,浙江,冬装,消费者,2024-10-22,杨洪光,-37.52,0.4,2,1,0,89.88,0,0,0,0
3712,1297686,秋装—外套—4928,许娜-18490,2024-10-22,中国,华东,启东,外套,许娜,江苏,秋装,小型企业,2024-10-22,杨洪光,-1487.64,0.4,6,0,0,4462.92,0,-1,0,1
3713,3483704,冬装—保暖内衣—1614,邢宁-18715,2024-10-22,中国,中南,汕头,保暖内衣,邢宁,广东,冬装,公司,2024-10-22,王倩倩,61.74,0,7,0,0,686,0,0,0,0
3714,2234207,冬装—围巾—1047,邱栋-12265,2024-10-22,中国,华东,杭州,围巾,邱栋,浙江,冬装,消费者,2024-10-22,杨洪光,25.34,0,1,0,0,79.38,0,0,0,0
3715,5564146,秋装—秋衣—2874,冯乐-17725,2024-10-23,中国,华东,上海,秋衣,冯乐,上海,秋装,消费者,2024-10-22,杨洪光,10.92,0,1,0,1,138.18,1,0,0,0
3716,3138910,夏装—长裙—2425,陶恒-13645,2024-10-24,中国,东北,吉舒,长裙,陶恒,吉林,夏装,消费者,2024-10-22,郝杰,30.8,0,1,1,3,88.34,2,0,-1,0
3717,1392177,冬装—保暖内衣—1614,贺锦-14845,2024-10-25,中国,华东,温州,保暖内衣,贺锦,浙江,冬装,消费者,2024-10-22,杨洪光,27.44,0,7,0,3,196,3,0,0,0
3718,2640851,冬装—羽绒服—0928,巩廉-17275,2024-10-26,中国,中南,南宁,羽绒服,巩廉,广西,冬装,消费者,2024-10-22,王倩倩,72.1,0,1,0,6,225.4,4,0,-1,0
3719,2640851,冬装—手套—0574,巩廉-17275,2024-10-26,中国,中南,南宁,手套,巩廉,广西,冬装,消费者,2024-10-22,王倩倩,82.46,0.2,5,0,6,473.76,4,0,-1,0
3720,4940133,夏装—短袖—1460,俞晒-19840,2024-10-26,中国,东北,齐齐哈尔,短袖,俞晒明,黑龙江,夏装,消费者,2024-10-22,郝杰,406.56,0,4,0,3,1071.28,4,0,1,0
3721,5113626,冬装—棉袜—4429,郝壁-10420,2024-10-27,中国,华东,宁波,棉袜,郝壁,浙江,冬装,公司,2024-10-22,杨洪光,-40.432,0.4,1,0,6,75.768,5,0,-1,0
3722,2045726,夏装—短袖—1460,丁婵-10990,2024-10-27,中国,中南,鄂州,短袖,丁婵,湖北,夏装,公司,2024-10-22,王倩倩,-1248.688,0.4,4,0,6,1920.912,5,-1,-1,0
3723,5181244,冬装—围巾—1047,蒋冬-12370,2024-10-28,中国,华北,乌海,围巾,蒋冬露,内蒙古,冬装,消费者,2024-10-22,张怡莲,212.52,0,2,0,6,452.48,6,0,0,0
3724,5181244,冬装—帽子—1898,蒋冬-12370,2024-10-28,中国,华北,乌海,帽子,蒋冬露,内蒙古,冬装,消费者,2024-10-22,张怡莲,-4.956,0.4,1,0,6,144.984,6,0,0,0
3725,3230180,冬装—棉袜—4429,贺平-19105,2024-10-28,中国,西南,海口,棉袜,贺平,云南,冬装,消费者,2024-10-22,姜伟,95.2,0,2,0,6,381.08,6,0,0,0
3726,4687313,秋装—裤子—2893,孙谙-18835,2024-10-28,中国,华北,晋城,裤子,孙谙,山西,秋装,公司,2024-10-22,张怡莲,95.34,0,3,0,6,1911,6,0,0,0
3727,4687313,秋装—秋裤—4759,孙谙-18835,2024-10-28,中国,华北,晋城,秋裤,孙谙,山西,秋装,公司,2024-10-22,张怡莲,539.7,0,3,0,6,2700.18,6,0,0,0
3728,5181244,冬装—帽子—1898,蒋冬-12370,2024-10-28,中国,华北,乌海,帽子,蒋冬露,内蒙古,冬装,消费者,2024-10-22,张怡莲,-17.024,0.4,2,0,6,167.496,6,0,0,0
3729,5359666,冬装—羽绒服—0928,薛博-10510,2024-10-23,中国,华北,天津,羽绒服,薛博,天津,冬装,消费者,2024-10-23,张怡莲,721.28,0,7,0,0,1472.94,0,1,0,0
3730,5359666,冬装—保暖内衣—1614,薛博-10510,2024-10-23,中国,华北,天津,保暖内衣,薛博,天津,冬装,消费者,2024-10-23,张怡莲,80.64,0,4,0,0,368.48,0,0,0,0
3731,1637441,冬装—围巾—1047,胡宣-20890,2024-10-25,中国,东北,七台河,围巾,胡宣,黑龙江,冬装,公司,2024-10-23,郝杰,2165.8,0,5,0,3,4608.1,2,1,-1,1
3732,3706710,冬装—棉袜—4429,陶聪-11725,2024-10-25,中国,华东,福州,棉袜,陶聪,福建,冬装,消费者,2024-10-23,杨洪光,108.78,0,3,0,3,351.12,2,0,-1,0
3733,3706710,秋装—秋裤—4759,陶聪-11725,2024-10-25,中国,华东,福州,秋裤,陶聪,福建,秋装,消费者,2024-10-23,杨洪光,316.68,0,1,0,3,1759.38,2,0,-1,0
3734,4288435,夏装—长裙—2425,殷宣-20920,2024-10-25,中国,中南,浏阳,长裙,殷宣,湖南,夏装,消费者,2024-10-23,王倩倩,145.32,0,3,0,3,661.92,2,0,-1,0
3735,1637441,冬装—帽子—1898,胡宣-20890,2024-10-25,中国,东北,七台河,帽子,胡宣,黑龙江,冬装,公司,2024-10-23,郝杰,14.7,0,1,0,3,49.14,2,0,-1,0
3736,2609031,冬装—羽绒服—0928,彭欢-14230,2024-10-26,中国,东北,桦甸,羽绒服,彭欢,吉林,冬装,公司,2024-10-23,郝杰,25.62,0,3,1,3,286.86,3,0,0,0
3737,4195666,冬装—手套—0574,曾幂-18100,2024-10-27,中国,西南,规阳,手套,曾幂,贵州,冬装,消费者,2024-10-23,姜伟,186.9,0,5,0,6,584.5,4,0,-1,0
3738,4326007,冬装—保暖内衣—1614,楚伟-21445,2024-10-27,中国,华东,晋江,保暖内衣,楚伟,福建,冬装,公司,2024-10-23,杨洪光,119.28,0,4,0,6,243.6,4,0,-1,0
3739,5450028,冬装—毛衣—0979,黄娜-18505,2024-10-27,中国,华东,莆田,毛衣,黄娜,福建,冬装,消费者,2024-10-23,杨洪光,36.4,0,2,0,6,405.16,4,0,-1,0
3740,5533473,秋装—秋衣—2874,孙梦-18250,2024-10-28,中国,西南,昆明,秋衣,孙梦,云南,秋装,公司,2024-10-23,姜伟,351.12,0,3,0,6,1171.38,5,0,-1,0
3741,1966627,夏装—短袖—1460,余凤-13060,2024-10-28,中国,中南,南阳,短袖,余凤,河南,夏装,消费者,2024-10-23,王倩倩,749.014,0.1,7,1,6,3966.354,5,1,-1,0
3742,5533473,秋装—秋衣—2874,孙梦-18250,2024-10-28,中国,西南,昆明,秋衣,孙梦,云南,秋装,公司,2024-10-23,姜伟,911.4,0,7,0,6,2337.3,5,1,-1,0
3743,3284020,冬装—棉衣—3093,戴康-15415,2024-10-28,中国,西南,昆明,棉衣,戴康,云南,冬装,消费者,2024-10-23,姜伟,71.4,0,3,0,6,204.96,5,0,-1,0
3744,4861225,冬装—毛衣—0979,韦松-20770,2024-10-29,中国,中南,武汉,毛衣,韦松,湖北,冬装,公司,2024-10-23,王倩倩,-0.168,0.4,3,1,6,825.552,6,0,0,0
3745,2353754,冬装—帽子—1898,佟斯-21025,2024-10-29,中国,华东,杭州,帽子,佟斯云,浙江,冬装,小型企业,2024-10-23,杨洪光,-12.18,0.4,3,0,6,120.96,6,0,0,0
3746,2353754,冬装—帽子—1898,佟斯-21025,2024-10-29,中国,华东,杭州,帽子,佟斯云,浙江,冬装,小型企业,2024-10-23,杨洪光,-48.86,0.4,5,0,6,145.74,6,0,0,0
3747,2166981,冬装—毛衣—0979,倪爽-20545,2024-10-29,中国,东北,双鸭山,毛衣,倪爽,黑龙江,冬装,公司,2024-10-23,郝杰,71.4,0,2,0,6,398.16,6,0,0,0
3748,4911170,秋装—裤子—2893,韦松-20770,2024-10-29,中国,东北,大连,裤子,韦松,辽宁,秋装,公司,2024-10-23,郝杰,-20.72,0.4,2,0,6,409.92,6,0,0,0
3749,1232384,秋装—裤子—2893,谭琼-19660,2024-10-29,中国,华东,常州,裤子,谭琼,江苏,秋装,小型企业,2024-10-23,杨洪光,-598.752,0.4,4,0,6,1561.728,6,-1,0,0
3750,4266965,秋装—裤子—2893,叶莲-17095,2024-10-26,中国,西北,西安,裤子,叶莲,陕西,秋装,消费者,2024-10-24,江奕健,1084.44,0,3,0,1,9037.56,2,1,1,1
3751,3210061,冬装—冲锋衣—0344,佘莲-17050,2024-10-26,中国,华东,常熟市,冲锋衣,佘莲,江苏,冬装,消费者,2024-10-24,杨洪光,29.4,0,6,0,3,134.4,2,0,-1,0
3752,2737126,冬装—手套—0574,黄娜-18505,2024-10-27,中国,东北,大连湾,手套,黄娜,辽宁,冬装,消费者,2024-10-24,郝杰,-1211.672,0.8,7,0,1,331.828,3,-1,1,0
3753,2737126,夏装—短袖—1460,黄娜-18505,2024-10-27,中国,东北,大连湾,短袖,黄娜,辽宁,夏装,消费者,2024-10-24,郝杰,-155.736,0.4,6,0,1,932.904,3,0,1,0
3754,5510381,秋装—秋衣—2874,曹欢-14200,2024-10-27,中国,西北,渭南,秋衣,曹欢悦,陕西,秋装,小型企业,2024-10-24,江奕健,1673.7,0,3,0,1,3416.28,3,1,1,0
3755,1267778,夏装—短裙—2151,洪毅-12490,2024-10-27,中国,东北,林口,短裙,洪毅,黑龙江,夏装,公司,2024-10-24,郝杰,-821.835,0.25,3,0,1,5602.905,3,-1,1,1
3756,3042636,夏装—长裙—2425,武廉-17305,2024-10-28,中国,中南,汕头,长裙,武廉,广东,夏装,消费者,2024-10-24,王倩倩,174.44,0,7,0,6,1593.48,4,0,-1,0
3757,3562924,夏装—短裙—2151,曹灵-17590,2024-10-28,中国,东北,大庆,短裙,曹灵,黑龙江,夏装,公司,2024-10-24,郝杰,725.41,0.25,2,0,6,3627.33,4,1,-1,0
3758,3562924,冬装—保暖内衣—1614,曹灵-17590,2024-10-28,中国,东北,大庆,保暖内衣,曹灵,黑龙江,冬装,公司,2024-10-24,郝杰,13.72,0,2,0,6,196.84,4,0,-1,0
3759,3562924,冬装—围巾—1047,曹灵-17590,2024-10-28,中国,东北,大庆,围巾,曹灵,黑龙江,冬装,公司,2024-10-24,郝杰,154.14,0,3,0,6,416.64,4,0,-1,0
3760,3360134,冬装—棉袜—4429,任婵-10810,2024-10-29,中国,中南,广州,棉袜,任婵娟,广东,冬装,公司,2024-10-24,王倩倩,142.52,0,2,0,6,407.96,5,0,-1,0
3761,3566090,秋装—外套—4928,潘健-14575,2024-10-29,中国,华东,温州,外套,潘健,浙江,秋装,消费者,2024-10-24,杨洪光,-1049.58,0.4,7,0,6,3148.74,5,-1,-1,0
3762,5300830,冬装—手套—0574,段强-19420,2024-10-29,中国,中南,长沙,手套,段强,湖南,冬装,公司,2024-10-24,王倩倩,101.08,0.2,5,0,6,290.08,5,0,-1,0
3763,3566090,冬装—手套—0574,潘健-14575,2024-10-29,中国,华东,温州,手套,潘健,浙江,冬装,消费者,2024-10-24,杨洪光,-179.984,0.8,2,0,6,94.696,5,0,-1,0
3764,3566090,冬装—棉袜—4429,潘健-14575,2024-10-29,中国,华东,温州,棉袜,潘健,浙江,冬装,消费者,2024-10-24,杨洪光,-131.936,0.4,8,0,6,374.304,5,0,-1,0
3765,5300830,冬装—棉袜—4429,段强-19420,2024-10-29,中国,中南,长沙,棉袜,段强,湖南,冬装,公司,2024-10-24,王倩倩,149.1,0,3,0,6,382.62,5,0,-1,0
3766,2503468,冬装—毛衣—0979,武明-18385,2024-10-29,中国,华北,北京,毛衣,武明媚,北京,冬装,消费者,2024-10-24,张怡莲,908.18,0,13,0,3,30306.64,5,1,1,1
3767,2911207,冬装—羽绒服—0928,常盛-20305,2024-10-29,中国,华东,南昌,羽绒服,常盛,江西,冬装,消费者,2024-10-24,杨洪光,35.84,0,4,0,6,905.52,5,0,-1,0
3768,1218432,冬装—帽子—1898,周诚-11275,2024-10-30,中国,华北,济宁,帽子,周诚,内蒙古,冬装,公司,2024-10-24,张怡莲,-2.604,0.4,3,1,6,48.636,6,0,0,0
3769,2162302,秋装—外套—4928,廖宣-20905,2024-10-31,中国,东北,梨树,外套,廖宣,吉林,秋装,消费者,2024-10-24,郝杰,14.7,0,7,0,6,1519.98,7,0,1,0
3770,2162302,冬装—围巾—1047,廖宣-20905,2024-10-31,中国,东北,梨树,围巾,廖宣,吉林,冬装,消费者,2024-10-24,郝杰,147,0,2,0,6,1838.48,7,0,1,0
3771,2162302,冬装—冲锋衣—0344,廖宣-20905,2024-10-31,中国,东北,梨树,冲锋衣,廖宣,吉林,冬装,消费者,2024-10-24,郝杰,90.72,0,6,0,6,315,7,0,1,0
3772,2162302,秋装—秋裤—4759,廖宣-20905,2024-10-31,中国,东北,梨树,秋裤,廖宣,吉林,秋装,消费者,2024-10-24,郝杰,1454.04,0,6,0,6,4041.24,7,1,1,0
3773,2162302,夏装—短袖—1460,廖宣-20905,2024-10-31,中国,东北,梨树,短袖,廖宣,吉林,夏装,消费者,2024-10-24,郝杰,684.04,0,7,0,6,2012.92,7,0,1,0
3774,2162302,夏装—长裙—2425,廖宣-20905,2024-10-31,中国,东北,梨树,长裙,廖宣,吉林,夏装,消费者,2024-10-24,郝杰,134.4,0,3,0,6,354.06,7,0,1,0
3775,2596183,冬装—羽绒服—0928,任灵-17560,2024-10-25,中国,华北,北京,羽绒服,任灵,北京,冬装,小型企业,2024-10-25,张怡莲,69.16,0,2,0,0,182.28,0,0,0,0
3776,2596183,冬装—帽子—1898,任灵-17560,2024-10-25,中国,华北,北京,帽子,任灵,北京,冬装,小型企业,2024-10-25,张怡莲,23.52,0,1,0,0,147.56,0,0,0,0
3777,5300830,冬装—棉袜—4429,宋立-16840,2024-10-28,中国,东北,沈阳,棉袜,宋立,辽宁,冬装,消费者,2024-10-25,郝杰,-36.792,0.4,6,0,3,217.728,3,0,0,0
3778,5672005,冬装—帽子—1898,郝升-20095,2024-10-29,中国,西南,拉萨,帽子,郝升,西藏,冬装,消费者,2024-10-25,姜伟,108.36,0,2,0,6,451.92,4,0,-1,0
3779,5672005,夏装—短袖—1460,郝升-20095,2024-10-29,中国,西南,拉萨,短袖,郝升,西藏,夏装,消费者,2024-10-25,姜伟,191.8,0,1,0,6,456.82,4,0,-1,0
3780,1290698,冬装—冲锋衣—0344,曹达-11800,2024-10-29,中国,中南,佛山,冲锋衣,曹达侠,广东,冬装,小型企业,2024-10-25,王倩倩,1.68,0,2,0,6,85.12,4,0,-1,0
3781,2554132,冬装—棉衣—3093,邵杰-14770,2024-10-30,中国,华北,太原,棉衣,邵杰,山西,冬装,小型企业,2024-10-25,张怡莲,12.6,0,5,1,6,322,5,0,-1,0
3782,5927801,秋装—外套—4928,范谙-18760,2024-10-30,中国,中南,钦州,外套,范谙,广西,秋装,消费者,2024-10-25,王倩倩,449.82,0,3,0,6,2249.1,5,0,-1,0
3783,5927801,夏装—短袖—1460,范谙-18760,2024-10-30,中国,中南,钦州,短袖,范谙,广西,夏装,消费者,2024-10-25,王倩倩,710.402,0.1,7,0,6,1729.602,5,1,-1,0
3784,5927801,夏装—短袖—1460,范谙-18760,2024-10-30,中国,中南,钦州,短袖,范谙,广西,夏装,消费者,2024-10-25,王倩倩,61.208,0.1,2,0,6,502.488,5,0,-1,0
3785,2554132,秋装—裤子—2893,邵杰-14770,2024-10-30,中国,华北,太原,裤子,邵杰,山西,秋装,小型企业,2024-10-25,张怡莲,31.08,0,2,0,6,777.56,5,0,-1,0
3786,2554132,冬装—毛衣—0979,邵杰-14770,2024-10-30,中国,华北,太原,毛衣,邵杰,山西,冬装,小型企业,2024-10-25,张怡莲,244.02,0,3,0,6,1357.86,5,0,-1,0
3787,2554132,冬装—冲锋衣—0344,邵杰-14770,2024-10-30,中国,华北,太原,冲锋衣,邵杰,山西,冬装,小型企业,2024-10-25,张怡莲,29.12,0,1,0,6,60.9,5,0,-1,0
3788,5533473,冬装—围巾—1047,赵婵-10885,2024-10-31,中国,中南,益阳,围巾,赵婵,湖南,冬装,消费者,2024-10-25,王倩倩,878.22,0,3,0,6,1909.32,6,1,0,0
3789,4759076,冬装—棉袜—4429,常君-15145,2024-11-1,中国,中南,长沙,棉袜,常君,湖南,冬装,公司,2024-10-25,王倩倩,339.36,0,4,0,6,870.24,7,0,1,0
3790,4759076,秋装—裤子—2893,常君-15145,2024-11-1,中国,中南,长沙,裤子,常君,湖南,秋装,公司,2024-10-25,王倩倩,68.88,0,2,0,6,1151.08,7,0,1,0
3791,4759076,冬装—毛衣—0979,常君-15145,2024-11-1,中国,中南,长沙,毛衣,常君,湖南,冬装,公司,2024-10-25,王倩倩,117.04,0,4,0,6,1304.8,7,0,1,0
3792,3455141,夏装—短袖—1460,黄岱-11860,2024-10-27,中国,东北,辉南,短袖,黄岱,吉林,夏装,消费者,2024-10-26,郝杰,22.4,0,5,0,1,1130.5,1,0,0,0
3793,3266914,冬装—棉袜—4429,赵德-12145,2024-10-28,中国,中南,河源,棉袜,赵德伟,广东,冬装,消费者,2024-10-26,王倩倩,69.44,0,2,0,1,463.96,2,0,1,0
3794,3266914,秋装—秋衣—2874,赵德-12145,2024-10-28,中国,中南,河源,秋衣,赵德伟,广东,秋装,消费者,2024-10-26,王倩倩,375.06,0,3,0,1,1137.78,2,0,1,0
3795,3266914,冬装—冲锋衣—0344,赵德-12145,2024-10-28,中国,中南,河源,冲锋衣,赵德伟,广东,冬装,消费者,2024-10-26,王倩倩,34.3,0,7,0,1,290.08,2,0,1,0
3796,3266914,秋装—秋衣—2874,赵德-12145,2024-10-28,中国,中南,河源,秋衣,赵德伟,广东,秋装,消费者,2024-10-26,王倩倩,27.72,0,2,0,1,348.6,2,0,1,0
3797,2286344,秋装—裤子—2893,徐莲-17080,2024-10-28,中国,中南,长沙,裤子,徐莲,湖南,秋装,消费者,2024-10-26,王倩倩,63.56,0,2,0,3,1274,2,0,-1,0
3798,4482834,夏装—长裙—2425,沈聪-11710,2024-10-29,中国,华北,济宁,长裙,沈聪,内蒙古,夏装,消费者,2024-10-26,张怡莲,-95.76,0.4,3,0,1,143.64,3,0,1,0
3799,5869494,夏装—长裙—2425,洪梦-18205,2024-10-30,中国,华东,上海,长裙,洪梦,上海,夏装,公司,2024-10-26,杨洪光,154.56,0,3,0,6,595.98,4,0,-1,0
3800,1196810,冬装—毛衣—0979,蔡晨-11200,2024-10-30,中国,东北,八面通,毛衣,蔡晨,黑龙江,冬装,消费者,2024-10-26,郝杰,742,0,1,0,6,2650.2,4,1,-1,0
3801,4839636,夏装—长裙—2425,潘谙-18820,2024-10-30,中国,东北,沈阳,长裙,潘谙,辽宁,夏装,消费者,2024-10-26,郝杰,-37.632,0.4,6,0,6,736.848,4,0,-1,0
3802,5956912,夏装—短袖—1460,付芳-12700,2024-10-31,中国,中南,上梅,短袖,付芳茵,湖南,夏装,小型企业,2024-10-26,王倩倩,1138.956,0.1,7,0,6,4884.516,5,1,-1,1
3803,3561948,冬装—冲锋衣—0344,贺斯-20935,2024-11-1,中国,华东,济南,冲锋衣,贺斯云,山东,冬装,消费者,2024-10-26,杨洪光,42.7,0,5,0,6,216.3,6,0,0,0
3804,5105254,夏装—长裙—2425,孟珊-19885,2024-11-1,中国,西南,重庆,长裙,孟珊,重庆,夏装,公司,2024-10-26,姜伟,8.68,0,1,0,6,87.22,6,0,0,0
3805,2187292,秋装—裤子—2893,孟刚-13180,2024-10-29,中国,西南,重庆,裤子,孟刚,重庆,秋装,公司,2024-10-27,姜伟,594.86,0,1,1,3,2974.72,2,0,-1,0
3806,2960006,夏装—短袖—1460,韦达-11830,2024-10-29,中国,东北,公主岭,短袖,韦达侠,吉林,夏装,公司,2024-10-27,郝杰,2842.14,0,3,0,3,6460.02,2,1,-1,1
3807,5844177,秋装—裤子—2893,柯丽-15880,2024-10-29,中国,华东,上海,裤子,柯丽,上海,秋装,消费者,2024-10-27,杨洪光,269.64,0,6,0,3,2252.88,2,0,-1,0
3808,2960006,冬装—毛衣—0979,韦达-11830,2024-10-29,中国,东北,公主岭,毛衣,韦达侠,吉林,冬装,公司,2024-10-27,郝杰,558.18,0,3,0,3,1162.98,2,0,-1,0
3809,4619981,冬装—羽绒服—0928,付立-16750,2024-10-30,中国,东北,沈阳,羽绒服,付立,辽宁,冬装,消费者,2024-10-27,郝杰,71.54,0,7,0,3,599.76,3,0,0,0
3810,4497736,冬装—帽子—1898,俞明-18325,2024-10-31,中国,华东,景德镇,帽子,俞明,江西,冬装,消费者,2024-10-27,杨洪光,172.76,0,2,0,6,479.92,4,0,-1,0
3811,3336873,冬装—羽绒服—0928,李彩-10675,2024-10-31,中国,西南,昆明,羽绒服,李彩,云南,冬装,消费者,2024-10-27,姜伟,51.24,0,2,0,3,205.24,4,0,1,0
3812,4240650,夏装—短袖—1460,邹丽-17680,2024-10-31,中国,西南,成都,短袖,邹丽雪,四川,夏装,小型企业,2024-10-27,姜伟,-61.376,0.4,1,0,6,368.004,4,0,-1,0
3813,4240650,秋装—外套—4928,邹丽-17680,2024-10-31,中国,西南,成都,外套,邹丽雪,四川,秋装,小型企业,2024-10-27,姜伟,-65.66,0.4,1,0,6,328.02,4,0,-1,0
3814,2098822,冬装—棉袜—4429,郝立-16570,2024-11-1,中国,东北,佳木斯,棉袜,郝立勤,黑龙江,冬装,消费者,2024-10-27,郝杰,298.2,0,5,0,3,1149.4,5,0,1,0
3815,5386927,冬装—羽绒服—0928,黄涛-21190,2024-11-1,中国,中南,惠州,羽绒服,黄涛,广东,冬装,小型企业,2024-10-27,王倩倩,7.42,0,1,0,6,62.72,5,0,-1,0
3816,5386927,冬装—棉衣—3093,黄涛-21190,2024-11-1,中国,中南,惠州,棉衣,黄涛,广东,冬装,小型企业,2024-10-27,王倩倩,151.2,0,6,0,6,351.96,5,0,-1,0
3817,3097655,冬装—棉衣—3093,陶德-12220,2024-11-1,中国,中南,长沙,棉衣,陶德伟,湖南,冬装,消费者,2024-10-27,王倩倩,149.8,0,5,0,6,326.2,5,0,-1,0
3818,2098822,冬装—保暖内衣—1614,郝立-16570,2024-11-1,中国,东北,佳木斯,保暖内衣,郝立勤,黑龙江,冬装,消费者,2024-10-27,郝杰,152.04,0,2,0,3,435.12,5,0,1,0
3819,2098822,冬装—冲锋衣—0344,郝立-16570,2024-11-1,中国,东北,佳木斯,冲锋衣,郝立勤,黑龙江,冬装,消费者,2024-10-27,郝杰,76.86,0,3,0,3,188.16,5,0,1,0
3820,3405401,冬装—帽子—1898,丁娇-14695,2024-11-1,中国,华东,无锡,帽子,丁娇,江苏,冬装,公司,2024-10-27,杨洪光,-319.536,0.4,9,0,6,796.824,5,0,-1,0
3821,4015472,秋装—裤子—2893,贾伟-21415,2024-11-2,中国,华东,厦门,裤子,贾伟,福建,秋装,消费者,2024-10-27,杨洪光,517.44,0,3,1,6,2352.42,6,0,0,0
3822,5774848,秋装—秋衣—2874,钟丽-15760,2024-11-2,中国,华东,招远,秋衣,钟丽,山东,秋装,小型企业,2024-10-27,杨洪光,306.04,0,2,1,6,665.84,6,0,0,0
3823,4015472,冬装—保暖内衣—1614,贾伟-21415,2024-11-2,中国,华东,厦门,保暖内衣,贾伟,福建,冬装,消费者,2024-10-27,杨洪光,118.16,0,4,0,6,911.68,6,0,0,0
3824,4015472,夏装—短裤—0339,贾伟-21415,2024-11-2,中国,华东,厦门,短裤,贾伟,福建,夏装,消费者,2024-10-27,杨洪光,617.12,0,2,0,6,1342.04,6,0,0,0
3825,4015472,冬装—棉衣—3093,贾伟-21415,2024-11-2,中国,华东,厦门,棉衣,贾伟,福建,冬装,消费者,2024-10-27,杨洪光,6.72,0,3,0,6,233.94,6,0,0,0
3826,1389726,夏装—短袖—1460,黄康-15355,2024-10-30,中国,华东,菏泽,短袖,黄康,山东,夏装,消费者,2024-10-28,杨洪光,58.24,0,2,1,1,833.28,2,0,1,0
3827,1389726,冬装—毛衣—0979,黄康-15355,2024-10-30,中国,华东,菏泽,毛衣,黄康,山东,冬装,消费者,2024-10-28,杨洪光,276.78,0,3,1,1,955.08,2,0,1,0
3828,5444149,冬装—毛衣—0979,冯丽-17350,2024-10-30,中国,中南,深圳,毛衣,冯丽丽,广东,冬装,消费者,2024-10-28,王倩倩,2364.88,0,4,0,3,9854.88,2,1,-1,1
3829,5444149,冬装—棉衣—3093,冯丽-17350,2024-10-30,中国,中南,深圳,棉衣,冯丽丽,广东,冬装,消费者,2024-10-28,王倩倩,23.8,0,2,0,3,150.36,2,0,-1,0
3830,1389726,冬装—帽子—1898,黄康-15355,2024-10-30,中国,华东,菏泽,帽子,黄康,山东,冬装,消费者,2024-10-28,杨洪光,23.52,0,2,0,1,130.76,2,0,1,0
3831,2547654,秋装—裤子—2893,丁崆-15535,2024-10-31,中国,华东,高邮,裤子,丁崆,江苏,秋装,消费者,2024-10-28,杨洪光,191.1,0.4,5,0,1,1913.1,3,0,1,0
3832,1243146,夏装—长裙—2425,彭丽-17650,2024-11-1,中国,华东,邳州,长裙,彭丽雪,江苏,夏装,小型企业,2024-10-28,杨洪光,4.62,0.4,1,1,6,70.56,4,0,-1,0
3833,3103245,夏装—短裤—0339,余凤-13060,2024-11-1,中国,华东,南平,短裤,余凤,福建,夏装,消费者,2024-10-28,杨洪光,994.56,0,3,1,6,2368.8,4,1,-1,0
